cell_id,dataset,donor_id,condition,cell_type,INS,IAPP,PDX1,MAFA,NKX6-1,SLC2A2,GABRA2,PPP1R1A,ADCYAP1,ENTPD3,HSPA5,XBP1,DDIT3,ATF4,HERPUD1,IL1R2,HLA-DRA,HLA-DPA1,GBP2,TNFRSF10A,NDUFA1,NDUFB5,SDHA,UQCRC1,COX4I1,ATP5F1A,GENE000,GENE001,GENE002,GENE003,GENE004,GENE005,GENE006,GENE007,GENE008,GENE009,GENE010,GENE011,GENE012,GENE013,GENE014,GENE015,GENE016,GENE017,GENE018,GENE019,GENE020,GENE021,GENE022,GENE023,GENE024,GENE025,GENE026,GENE027,GENE028,GENE029,GENE030,GENE031,GENE032,GENE033,GENE034,GENE035,GENE036,GENE037,GENE038,GENE039,GENE040,GENE041,GENE042,GENE043,GENE044,GENE045,GENE046,GENE047,GENE048,GENE049,GENE050,GENE051,GENE052,GENE053,GENE054,GENE055,GENE056,GENE057,GENE058,GENE059,GENE060,GENE061,GENE062,GENE063,GENE064,GENE065,GENE066,GENE067,GENE068,GENE069,GENE070,GENE071,GENE072,GENE073,GENE074,GENE075,GENE076,GENE077,GENE078,GENE079
ND_donor_03_cell_024,demo,ND_donor_03,ND,beta,70,55,68,42,52,58,62,67,56,52,1,2,3,0,2,3,2,0,1,0,9,3,12,9,9,4,2,0,3,1,0,1,2,1,1,0,5,5,1,1,2,1,0,2,2,2,1,0,2,2,0,2,0,0,0,3,1,4,1,1,1,3,2,4,2,1,2,3,2,3,3,0,3,5,3,0,1,0,0,3,0,3,4,0,1,0,0,1,4,1,4,1,3,4,1,3,0,5,1,2,0,1,3,5,3,3
ND_donor_03_cell_025,demo,ND_donor_03,ND,beta,57,53,43,51,53,38,49,56,48,46,1,2,0,0,2,0,2,2,3,0,11,11,4,8,9,11,3,1,2,0,0,2,0,1,0,0,1,1,2,1,2,1,3,1,4,6,0,3,5,0,0,3,1,1,4,2,0,1,0,1,4,0,3,0,1,2,2,2,0,0,0,4,1,2,1,0,2,1,0,2,0,4,5,3,1,1,3,0,2,0,1,0,0,1,3,0,4,3,1,2,0,3,3,0,6,3
ND_donor_03_cell_026,demo,ND_donor_03,ND,beta,26,29,35,35,31,28,35,35,30,32,0,0,2,2,1,2,2,1,1,0,6,6,7,10,12,4,1,2,2,3,3,0,4,2,0,2,1,2,1,0,2,0,4,1,5,3,1,2,2,2,1,2,4,0,2,1,2,0,2,2,2,1,2,0,0,2,2,2,2,5,2,4,2,2,1,2,4,1,1,0,1,0,0,0,1,3,5,1,1,3,2,1,3,0,1,2,2,0,2,2,2,2,2,0,4,2
ND_donor_03_cell_027,demo,ND_donor_03,ND,beta,30,22,27,22,29,27,28,24,27,26,1,3,5,2,3,0,6,2,3,2,5,8,8,6,3,2,1,3,3,1,5,0,0,2,4,3,2,2,0,3,1,1,5,2,1,7,2,0,2,3,2,3,2,1,1,4,1,1,3,2,0,3,2,3,4,2,1,2,1,4,1,1,1,3,4,0,1,5,1,1,2,5,3,0,0,1,4,3,1,3,0,1,1,1,1,2,3,1,2,1,4,5,1,3,1,1
ND_donor_03_cell_028,demo,ND_donor_03,ND,beta,22,11,24,16,16,24,20,11,10,18,2,4,6,1,6,2,4,0,3,2,5,3,5,3,6,3,1,0,3,1,3,0,0,2,0,0,0,4,1,3,3,2,1,3,8,3,0,0,2,0,1,4,2,3,2,0,1,1,0,3,1,2,3,1,1,0,2,5,1,0,3,2,5,0,0,1,4,3,2,3,2,1,0,1,0,3,3,3,0,2,2,1,2,4,0,0,6,1,1,1,2,0,2,0,0,0
ND_donor_03_cell_029,demo,ND_donor_03,ND,beta,17,11,17,11,17,22,17,19,21,15,2,4,1,2,4,0,6,2,4,1,6,6,5,2,3,5,1,0,1,2,0,2,0,1,1,0,0,0,1,2,2,0,2,2,1,2,2,0,5,2,1,1,0,1,2,2,1,3,3,3,2,2,2,2,5,3,0,0,3,1,1,1,0,1,5,0,0,0,4,0,3,3,1,4,4,1,2,3,3,1,2,2,3,0,2,3,1,3,3,2,1,1,1,2,5,0
ND_donor_03_cell_030,demo,ND_donor_03,ND,beta,28,31,26,29,23,27,29,35,29,35,5,2,2,0,2,2,1,0,2,1,4,6,9,4,9,8,1,3,2,3,1,2,2,3,1,0,4,2,4,1,2,3,3,0,1,2,2,4,1,1,2,1,2,1,2,0,2,1,3,3,1,4,4,2,4,0,1,1,1,2,1,0,2,3,2,1,2,2,1,1,2,2,3,0,1,2,1,3,0,0,1,4,1,3,0,2,2,1,0,1,1,1,5,1,1,2
ND_donor_03_cell_031,demo,ND_donor_03,ND,beta,56,46,62,47,45,53,66,42,69,41,1,0,0,1,0,0,0,1,0,0,6,8,9,10,10,10,2,1,3,1,1,0,3,2,2,1,0,3,2,0,2,0,4,2,1,1,1,1,2,1,0,2,3,3,0,1,0,1,4,5,4,1,1,2,1,4,1,0,1,5,5,3,1,1,1,0,2,3,1,1,5,2,6,4,5,1,5,1,1,1,0,3,1,6,2,2,0,3,2,3,0,1,1,3,0,0
ND_donor_03_cell_032,demo,ND_donor_03,ND,beta,28,32,30,30,21,22,34,18,19,31,1,3,0,0,2,1,2,1,0,2,14,5,8,5,6,5,0,0,0,2,1,5,0,3,0,1,0,2,0,0,0,1,1,0,1,1,1,2,1,2,0,1,1,1,1,1,3,1,5,0,0,2,1,2,1,3,0,0,4,3,1,2,1,2,2,4,1,1,1,3,7,3,1,1,5,1,2,3,2,1,3,0,1,0,0,1,0,0,3,1,1,1,3,2,2,2
ND_donor_03_cell_033,demo,ND_donor_03,ND,beta,25,30,17,23,13,25,21,21,20,22,1,1,4,2,4,3,4,1,3,1,8,7,3,12,7,8,2,4,0,4,1,4,1,1,4,4,0,1,4,2,5,2,0,2,4,0,2,1,2,2,0,0,0,4,7,0,2,5,1,3,1,0,2,2,2,1,0,2,5,0,1,2,0,1,0,3,1,0,0,2,3,1,0,0,0,1,0,2,1,2,4,3,3,1,2,2,3,3,1,0,1,1,1,3,1,3
ND_donor_03_cell_034,demo,ND_donor_03,ND,beta,27,27,32,26,26,39,22,20,19,23,3,0,0,2,4,0,2,1,2,0,7,5,4,10,2,8,0,3,3,1,2,1,4,0,1,1,2,1,0,6,0,0,0,2,0,2,1,0,3,1,2,3,0,3,0,4,1,0,3,1,0,1,1,0,0,3,5,5,1,2,3,1,2,4,0,3,0,2,0,3,0,2,6,0,2,2,1,4,0,1,1,1,0,1,2,5,0,0,1,0,1,0,0,1,0,1
ND_donor_03_cell_035,demo,ND_donor_03,ND,beta,26,33,26,38,33,19,31,26,40,32,5,1,0,4,2,2,0,0,5,1,9,4,7,13,9,8,1,0,2,2,1,0,1,1,1,1,1,6,0,0,1,0,1,5,1,4,4,0,3,4,1,1,2,0,3,1,6,5,0,3,3,2,1,0,1,5,2,1,3,0,1,3,2,1,7,4,0,0,0,3,4,0,4,2,1,0,3,0,4,0,2,3,3,1,2,4,7,3,1,1,2,5,0,1,1,2
ND_donor_03_cell_036,demo,ND_donor_03,ND,beta,16,21,22,13,28,13,15,20,23,19,4,5,5,2,2,5,2,4,4,6,3,5,3,8,6,3,0,1,1,1,4,1,2,1,3,0,1,1,1,4,3,2,3,2,1,2,0,10,2,0,1,1,3,5,1,3,4,0,3,0,4,0,1,1,3,3,2,5,2,0,3,1,3,2,2,3,1,1,1,1,0,1,5,5,3,4,2,1,2,2,0,0,0,4,3,3,1,3,2,1,2,2,1,0,0,0
ND_donor_03_cell_037,demo,ND_donor_03,ND,beta,18,22,25,19,18,17,28,17,22,23,1,0,1,3,2,3,1,1,1,4,6,3,6,9,10,4,3,0,2,0,1,0,2,2,2,2,0,0,1,0,2,1,1,2,0,3,2,2,1,4,3,3,2,1,2,0,3,4,0,2,0,0,3,2,3,1,5,1,3,0,0,1,5,0,1,4,1,4,2,5,2,2,4,3,1,1,0,0,2,5,2,0,3,1,2,2,1,2,0,2,0,1,0,4,5,0
ND_donor_03_cell_038,demo,ND_donor_03,ND,beta,21,21,27,21,25,26,30,19,31,33,0,2,1,2,4,2,5,3,1,2,11,4,5,8,6,6,1,3,1,2,2,0,2,0,1,6,0,0,4,1,6,1,4,0,1,0,1,3,1,0,2,3,4,4,2,0,2,2,2,0,0,6,5,3,0,0,3,1,2,2,4,4,1,1,0,3,0,2,0,0,5,4,1,0,2,0,2,1,0,1,4,0,0,5,1,0,2,0,0,1,2,1,2,1,0,2
ND_donor_03_cell_039,demo,ND_donor_03,ND,beta,21,29,21,21,18,28,11,21,20,22,0,3,1,2,1,0,3,2,4,0,3,5,4,4,4,4,5,2,0,0,3,1,3,1,4,1,1,2,0,0,2,3,1,5,2,2,1,3,1,1,3,5,0,2,2,2,0,2,2,3,1,5,3,1,3,3,1,0,1,1,2,0,0,1,0,1,2,4,0,2,1,0,1,3,2,1,1,1,0,1,2,0,1,1,2,5,0,7,1,0,0,0,2,0,3,5
ND_donor_03_cell_040,demo,ND_donor_03,ND,beta,23,24,31,32,22,33,25,20,31,31,2,0,5,2,2,1,3,2,1,1,7,8,9,9,7,11,3,0,2,3,1,2,1,2,5,4,1,2,0,1,1,1,1,2,4,3,0,2,1,5,0,3,2,6,1,5,2,1,4,1,2,3,2,1,1,2,0,0,4,0,1,2,4,0,1,2,0,0,2,3,2,2,2,2,0,3,0,0,3,2,1,5,5,3,2,1,2,2,3,3,1,5,2,5,5,2
ND_donor_03_cell_041,demo,ND_donor_03,ND,beta,33,37,43,32,27,30,30,27,36,35,0,0,0,4,3,0,1,3,1,4,10,3,4,6,9,7,0,4,0,2,3,3,0,1,3,2,1,0,1,2,2,2,0,4,2,2,2,3,3,0,1,0,1,2,3,1,0,1,1,1,1,2,2,1,2,1,2,6,0,0,2,2,1,3,0,0,6,1,2,1,3,2,0,1,1,4,1,1,4,1,0,3,0,2,1,1,1,2,3,1,6,1,0,1,4,6
ND_donor_03_cell_042,demo,ND_donor_03,ND,beta,51,53,59,53,36,51,44,69,58,71,0,2,0,1,0,0,2,1,0,1,11,8,10,4,15,7,0,3,7,0,3,4,2,1,2,3,0,0,0,1,1,0,2,3,2,1,0,1,0,6,0,2,7,4,1,0,1,0,1,1,1,0,0,1,0,3,0,3,1,1,0,3,2,2,5,5,1,1,2,0,0,5,1,3,6,3,2,3,1,2,2,3,0,1,2,2,5,0,0,1,1,2,2,4,0,0
ND_donor_03_cell_043,demo,ND_donor_03,ND,beta,21,25,23,27,26,18,19,29,22,17,3,1,1,1,3,5,2,3,2,5,3,7,4,14,3,3,0,3,2,0,1,1,1,2,2,2,3,3,1,2,0,0,2,1,1,2,2,1,1,1,4,0,2,1,0,1,2,0,2,2,1,0,4,3,0,0,1,1,0,3,2,2,1,0,0,0,0,5,0,0,0,3,0,1,1,0,1,2,4,3,4,0,3,4,3,3,0,1,7,3,1,2,0,0,4,6
ND_donor_03_cell_044,demo,ND_donor_03,ND,beta,14,10,12,11,19,8,11,12,14,14,7,3,3,9,7,7,4,9,2,4,7,4,2,3,11,3,5,1,3,7,2,3,4,0,0,4,2,2,2,3,1,6,0,2,2,2,1,1,0,2,1,1,2,0,0,0,2,4,4,0,0,1,0,1,0,0,0,1,1,0,0,2,3,2,0,4,1,4,1,0,1,0,7,3,1,5,5,1,4,3,0,3,0,5,2,0,2,3,1,3,3,1,4,1,3,2
ND_donor_03_cell_045,demo,ND_donor_03,ND,beta,47,25,27,38,35,30,25,35,39,38,2,0,1,0,3,0,1,2,2,1,4,9,9,7,8,6,0,3,3,2,2,2,3,2,1,2,1,1,1,0,3,1,3,2,1,0,3,0,0,5,2,1,1,3,3,1,0,2,2,0,0,3,2,1,1,1,1,6,4,4,1,1,1,4,2,1,1,1,1,4,2,6,1,4,0,1,3,0,2,0,3,0,4,5,2,1,1,0,4,3,2,1,4,1,2,2
ND_donor_03_cell_046,demo,ND_donor_03,ND,beta,21,20,28,29,31,30,22,26,22,29,1,2,4,0,3,1,2,1,2,1,6,9,2,2,5,4,4,1,3,2,3,0,4,5,0,1,2,0,1,1,5,0,2,4,1,1,1,1,2,1,3,1,2,0,0,1,2,0,4,2,1,2,0,1,0,4,3,5,2,2,1,2,4,3,0,2,1,0,1,1,2,0,2,4,0,1,1,1,1,3,2,4,2,0,0,2,2,2,2,1,0,0,2,0,3,5
ND_donor_03_cell_047,demo,ND_donor_03,ND,beta,36,32,25,33,40,48,35,30,41,37,1,0,1,0,1,0,1,1,1,1,9,3,5,10,8,8,1,0,5,0,4,1,1,3,1,1,0,1,3,5,0,2,2,0,2,1,1,1,0,3,0,1,0,3,0,1,1,2,0,5,2,0,1,3,3,4,3,2,1,2,1,2,1,0,0,3,2,2,1,2,1,0,0,0,0,1,1,2,2,0,2,4,0,3,4,3,6,2,1,0,0,1,2,2,0,5
ND_donor_03_cell_048,demo,ND_donor_03,ND,beta,35,33,35,34,39,38,36,44,27,35,1,4,2,2,3,1,2,3,2,3,9,5,6,3,6,9,2,3,1,1,1,4,0,0,4,3,1,1,3,7,2,2,3,3,4,1,1,2,2,1,0,2,5,3,2,1,1,1,2,2,2,4,4,3,5,0,1,2,1,0,0,1,0,2,2,5,3,2,3,2,3,0,3,3,1,3,2,1,2,2,0,2,2,4,2,1,2,2,1,1,2,0,1,3,0,2
ND_donor_03_cell_049,demo,ND_donor_03,ND,beta,24,25,32,26,26,21,23,30,25,25,3,4,2,1,1,3,3,1,4,3,5,7,7,2,5,12,6,1,0,1,0,4,0,1,2,2,3,1,2,0,3,3,1,1,3,2,1,1,3,1,5,0,2,0,1,0,0,2,2,1,1,2,2,1,1,4,3,4,2,2,2,2,1,2,0,1,2,2,0,3,0,2,2,2,5,3,1,1,5,2,0,2,0,2,1,4,0,3,2,0,3,0,1,0,2,1
ND_donor_03_cell_050,demo,ND_donor_03,ND,beta,16,23,29,17,28,24,29,31,12,24,1,3,1,7,3,0,1,1,2,1,5,2,6,2,8,8,2,5,2,2,0,2,0,2,2,3,4,2,2,3,1,1,0,5,1,0,3,0,3,1,2,2,5,1,5,2,2,0,0,2,1,3,0,2,4,0,0,3,0,1,1,3,5,2,3,2,2,1,1,4,1,1,5,0,0,5,2,2,1,1,1,1,3,0,3,1,0,1,2,1,1,3,4,2,4,0
ND_donor_03_cell_051,demo,ND_donor_03,ND,beta,18,11,15,14,11,11,14,11,13,14,5,9,1,8,5,2,1,1,4,2,3,4,5,4,6,5,3,2,5,3,1,1,0,1,1,3,3,1,0,1,2,3,0,0,2,1,4,1,3,4,2,1,0,2,1,1,0,2,1,1,0,5,1,1,2,1,2,1,2,4,1,2,0,1,2,0,1,1,0,5,1,1,2,0,1,4,4,0,2,1,5,1,4,0,4,3,1,4,2,6,2,2,5,2,2,1
ND_donor_03_cell_052,demo,ND_donor_03,ND,beta,39,45,28,34,35,44,32,30,43,34,1,1,0,0,0,1,1,2,1,1,3,8,9,9,10,7,2,2,3,1,4,2,2,4,0,0,1,3,2,3,1,4,1,6,3,0,1,3,1,2,0,2,2,1,1,3,2,0,0,3,4,1,4,2,4,0,2,1,4,0,0,2,4,0,7,2,3,2,3,1,1,1,1,3,1,4,5,2,0,2,3,2,2,1,4,1,2,0,3,5,1,3,2,2,2,1
ND_donor_03_cell_053,demo,ND_donor_03,ND,beta,14,12,15,11,14,9,13,6,10,16,5,5,4,3,4,6,5,6,5,3,4,5,7,6,8,8,5,3,0,0,2,3,0,0,0,3,1,3,2,0,2,3,1,0,2,1,0,1,6,1,3,5,2,2,1,3,2,1,0,0,2,2,3,0,2,0,1,1,2,1,0,3,1,3,0,4,2,3,3,0,1,1,1,1,6,2,1,1,3,2,1,2,0,2,0,1,0,1,0,4,0,2,2,2,1,2
ND_donor_03_cell_054,demo,ND_donor_03,ND,beta,20,16,23,25,17,17,21,20,26,18,4,0,0,0,4,2,5,2,4,6,2,3,6,4,4,10,2,1,0,0,3,2,4,1,2,2,4,2,2,2,1,4,3,4,1,3,2,3,1,4,0,0,2,1,2,0,3,1,2,0,3,1,0,2,2,1,1,1,0,2,3,1,2,3,0,1,0,4,2,1,1,1,0,1,6,2,2,2,1,1,2,0,0,0,2,0,3,2,4,1,2,2,4,3,2,1
ND_donor_03_cell_055,demo,ND_donor_03,ND,beta,73,62,64,61,65,70,60,72,67,61,0,0,1,0,2,0,1,0,0,0,3,7,11,3,15,8,5,0,0,1,0,0,1,5,2,2,0,0,1,4,4,2,1,0,1,1,2,3,2,1,2,4,5,2,1,3,2,1,4,2,1,4,1,0,4,3,1,6,2,2,1,3,3,2,2,0,2,1,5,2,3,0,1,2,0,0,0,2,3,1,0,1,1,3,2,2,1,2,3,2,2,1,2,2,1,5
ND_donor_03_cell_056,demo,ND_donor_03,ND,beta,16,9,8,9,11,8,7,13,14,13,2,1,3,1,4,1,3,1,1,5,5,1,2,4,5,7,2,2,1,0,1,2,0,0,0,0,2,2,4,3,0,1,5,0,3,1,2,0,0,2,1,1,1,3,0,2,0,1,3,0,2,2,2,0,1,2,0,2,1,4,2,1,2,2,1,1,1,0,2,4,2,0,3,3,2,4,1,4,3,2,4,3,5,2,4,0,3,1,1,3,1,2,3,1,2,4
ND_donor_03_cell_057,demo,ND_donor_03,ND,beta,52,50,56,61,49,45,58,45,43,55,1,2,1,1,0,1,0,1,2,2,16,8,10,9,8,11,1,0,1,1,2,1,3,7,1,1,2,2,0,2,1,3,2,2,5,1,1,0,3,0,4,1,0,1,1,2,2,0,0,2,0,4,0,4,4,4,1,0,0,0,0,4,1,1,1,1,1,1,0,3,1,0,0,0,3,0,3,2,1,1,2,0,4,1,1,3,0,0,4,2,0,1,1,1,0,0
ND_donor_03_cell_058,demo,ND_donor_03,ND,beta,32,39,40,29,36,39,35,35,49,31,1,1,1,2,0,0,1,0,2,0,9,5,9,10,8,7,2,0,2,2,1,4,4,2,3,0,2,0,3,3,0,2,2,2,6,3,2,4,4,2,0,1,1,2,3,2,1,2,0,1,6,1,0,2,0,1,2,1,3,4,1,2,3,7,2,4,4,2,0,0,2,2,0,3,2,1,2,3,0,2,4,1,1,6,3,1,2,0,0,2,3,4,4,1,2,1
ND_donor_03_cell_059,demo,ND_donor_03,ND,beta,33,30,22,35,34,22,26,27,28,32,1,2,2,0,1,0,2,0,4,1,6,6,6,4,4,7,1,0,2,0,4,6,0,3,0,0,0,0,3,2,2,2,3,3,3,5,0,6,2,1,1,3,3,1,2,0,2,2,4,0,1,2,2,2,0,2,5,1,0,5,2,3,2,3,2,0,0,1,4,1,1,2,1,0,2,2,6,2,1,3,2,0,0,0,1,0,3,3,1,2,1,1,0,1,5,3
ND_donor_03_cell_060,demo,ND_donor_03,ND,beta,25,16,11,21,27,17,22,22,19,16,2,4,0,2,5,2,3,1,3,1,8,6,7,5,7,4,1,0,3,1,1,0,0,0,7,1,2,2,4,1,0,0,7,3,2,0,4,1,1,5,2,3,0,2,1,3,2,0,1,5,3,1,3,1,0,3,3,3,0,2,1,3,2,0,2,4,3,1,0,2,3,2,1,4,1,4,4,1,0,1,1,1,1,3,3,2,2,1,2,0,1,1,3,3,0,1
ND_donor_03_cell_061,demo,ND_donor_03,ND,beta,10,5,17,9,8,12,9,9,10,10,7,8,6,5,9,5,4,4,2,5,8,4,6,11,4,5,4,2,1,8,0,1,3,0,2,1,2,0,3,0,1,2,2,1,0,0,2,0,6,3,1,3,2,7,2,4,1,1,0,1,2,0,1,4,1,0,1,2,3,0,0,1,2,1,3,0,1,3,0,3,0,2,2,1,3,1,1,3,0,3,6,0,0,1,2,1,2,0,1,2,1,1,0,3,1,1
ND_donor_03_cell_062,demo,ND_donor_03,ND,beta,25,17,22,28,28,20,23,27,15,29,0,4,4,1,3,0,2,2,4,0,6,6,6,1,4,9,3,1,2,2,5,2,1,2,1,3,1,0,2,1,3,2,0,2,0,3,1,3,1,0,3,2,0,1,1,0,1,1,0,1,1,5,1,0,0,1,2,0,2,2,0,6,2,3,2,2,1,1,1,2,0,1,3,3,4,1,0,2,3,1,6,2,0,4,2,1,2,0,2,1,1,1,1,0,6,3
ND_donor_03_cell_063,demo,ND_donor_03,ND,beta,43,52,29,36,45,32,39,43,35,43,3,1,2,2,1,1,1,0,0,0,5,5,10,9,11,8,0,3,1,1,2,5,1,3,0,0,1,0,1,3,1,2,1,2,5,1,0,1,2,1,0,0,5,1,2,3,4,1,5,2,0,0,3,0,0,2,5,3,1,0,7,1,2,1,2,1,1,2,1,2,1,7,0,4,1,2,0,1,1,1,1,4,0,5,0,0,2,1,0,3,2,0,3,4,2,2
ND_donor_03_cell_064,demo,ND_donor_03,ND,beta,12,11,16,18,14,5,15,16,13,11,4,11,5,3,2,5,6,3,2,4,5,3,3,1,3,6,0,4,4,3,0,0,1,1,0,2,3,2,2,2,1,1,1,2,6,3,0,3,0,2,2,2,1,0,1,3,0,5,1,6,1,0,0,4,2,3,3,5,2,4,0,0,2,0,0,0,0,2,1,4,3,0,1,3,5,3,0,4,1,5,0,2,3,0,4,4,5,2,0,2,3,2,1,0,2,1
ND_donor_03_cell_065,demo,ND_donor_03,ND,beta,21,29,27,25,27,26,25,29,27,23,3,2,1,1,0,4,1,1,3,3,11,9,4,3,6,7,2,2,1,1,1,6,0,3,1,3,0,1,2,4,5,0,0,3,2,2,3,2,4,0,1,1,1,3,1,2,1,2,1,2,1,0,0,2,7,3,0,5,4,0,0,1,5,5,2,5,1,0,1,2,1,3,2,2,2,1,0,4,0,3,2,3,0,5,1,2,2,1,2,2,3,4,1,1,2,0
ND_donor_03_cell_066,demo,ND_donor_03,ND,beta,25,21,30,28,22,24,21,23,23,23,1,0,1,2,2,1,2,0,2,3,5,8,6,6,6,7,3,4,1,1,5,0,5,3,0,3,1,0,5,1,0,4,1,1,2,0,2,4,0,1,1,0,2,2,2,1,4,1,5,1,2,2,1,0,2,2,1,1,0,5,3,3,1,5,4,1,0,1,1,5,2,6,3,1,0,4,4,1,2,0,1,0,0,0,0,0,3,0,3,3,0,2,2,1,3,0
ND_donor_03_cell_067,demo,ND_donor_03,ND,beta,28,19,24,21,24,28,21,26,33,32,4,3,0,1,2,3,1,1,2,2,6,5,3,4,9,6,1,2,2,2,2,0,1,0,0,2,1,0,1,0,1,3,6,1,1,1,0,3,3,1,2,5,0,2,1,0,2,1,0,4,0,3,1,2,1,1,1,3,2,4,4,3,2,2,0,0,1,1,2,3,1,3,5,3,0,3,1,2,2,2,2,3,1,0,2,1,2,1,4,2,2,0,2,0,2,4
ND_donor_03_cell_068,demo,ND_donor_03,ND,beta,22,26,31,22,15,28,20,28,30,18,1,0,3,3,2,1,1,1,2,5,5,8,3,6,7,3,0,0,1,1,0,1,1,3,2,1,1,1,0,0,0,3,0,3,2,0,1,3,2,1,2,2,0,1,2,2,1,1,1,0,6,2,1,1,0,0,2,1,0,1,1,1,1,1,4,0,0,0,1,7,0,0,0,1,5,1,0,0,0,0,1,2,0,1,3,1,3,1,0,4,5,2,2,0,1,3
ND_donor_03_cell_069,demo,ND_donor_03,ND,beta,61,48,45,37,49,47,37,47,48,37,1,2,0,2,0,2,0,2,2,1,8,7,11,8,9,8,3,1,3,2,0,0,0,0,0,2,1,1,3,1,0,0,0,1,1,4,3,3,2,6,1,2,1,7,2,2,1,0,1,1,2,1,2,0,1,4,2,4,1,3,0,0,1,1,0,0,1,2,2,2,1,3,1,1,0,1,4,0,1,2,2,5,3,4,2,3,2,3,3,1,1,0,2,5,3,3
ND_donor_03_cell_070,demo,ND_donor_03,ND,beta,31,13,22,30,27,34,20,24,25,28,0,2,4,2,5,1,4,5,3,1,4,8,12,4,7,7,4,1,2,2,1,2,1,1,4,1,3,3,1,4,2,1,4,3,1,3,6,2,1,2,4,0,0,3,0,1,2,0,5,5,1,5,4,2,3,4,1,2,1,1,1,0,1,2,7,3,2,3,3,0,4,2,0,0,2,0,3,2,4,1,0,1,0,4,2,4,0,5,2,2,3,0,1,2,0,0
ND_donor_03_cell_071,demo,ND_donor_03,ND,beta,11,11,10,9,11,9,21,14,7,12,7,3,4,3,4,7,4,6,4,4,5,8,5,7,6,7,2,3,2,1,2,1,2,0,0,0,2,5,3,3,0,1,4,1,0,3,2,3,1,2,2,1,1,0,1,1,2,2,2,5,0,2,4,3,2,1,0,1,0,3,5,1,2,1,1,5,4,2,3,1,1,1,1,0,4,1,3,1,1,1,0,1,1,2,0,5,2,5,2,0,1,2,2,0,2,2
ND_donor_03_cell_072,demo,ND_donor_03,ND,beta,33,29,42,30,31,29,31,29,34,35,2,1,3,0,2,2,1,1,0,1,12,13,11,10,9,6,1,2,1,1,2,0,2,2,6,3,5,1,0,1,3,3,4,0,1,0,2,1,1,4,2,0,3,2,0,3,1,1,3,2,2,5,4,1,2,0,0,0,0,2,1,1,2,1,0,6,3,6,3,1,1,3,1,1,1,1,3,1,4,4,2,4,4,1,2,2,4,2,1,0,0,0,2,1,4,5
ND_donor_03_cell_073,demo,ND_donor_03,ND,beta,7,8,6,7,5,7,5,6,9,7,4,6,7,5,6,9,9,9,10,9,2,3,4,2,3,3,2,1,3,5,3,0,1,6,4,0,2,1,0,2,0,2,0,0,1,3,1,1,0,3,0,3,1,1,2,2,0,6,1,2,0,5,0,2,0,1,6,3,3,4,1,2,0,2,2,1,0,2,4,0,2,2,2,1,2,4,3,0,3,2,2,3,0,0,1,0,1,2,2,2,1,1,0,3,2,3
ND_donor_03_cell_074,demo,ND_donor_03,ND,beta,20,18,15,23,23,18,19,19,18,20,3,4,2,7,4,3,5,5,4,5,4,5,6,6,4,7,2,2,1,1,2,2,2,0,1,1,1,2,0,3,2,0,4,0,0,1,0,0,3,1,0,0,0,2,0,4,5,0,0,4,0,0,2,4,0,1,2,1,2,3,2,0,3,1,2,1,2,1,1,1,1,2,4,0,1,4,0,1,3,0,0,1,1,1,2,2,2,4,1,3,3,0,1,1,1,0
ND_donor_03_cell_075,demo,ND_donor_03,ND,beta,76,83,77,87,86,79,79,71,72,84,0,1,0,1,1,1,1,0,0,0,10,12,6,6,11,7,1,1,2,0,1,1,2,3,4,2,0,6,2,1,0,1,1,0,5,1,3,1,0,0,2,2,2,1,1,0,1,2,2,3,0,2,2,2,1,3,0,6,1,1,2,0,2,3,2,2,6,0,0,0,3,0,0,1,6,6,1,6,3,5,4,0,0,3,1,1,0,2,3,1,0,0,2,1,1,1
ND_donor_03_cell_076,demo,ND_donor_03,ND,beta,23,19,20,18,23,28,16,24,22,15,5,4,6,2,3,2,4,3,3,0,9,3,9,3,12,14,0,1,2,5,1,3,3,1,2,1,4,3,4,1,2,1,2,1,0,2,2,2,1,0,6,3,0,4,1,0,2,4,1,2,3,2,0,3,1,2,2,0,2,4,0,5,1,0,1,2,2,0,2,2,1,0,1,3,0,1,3,0,3,1,1,2,0,1,4,0,0,1,0,2,0,1,2,1,6,1
ND_donor_03_cell_077,demo,ND_donor_03,ND,beta,53,51,40,68,47,61,69,53,48,53,1,1,2,1,0,0,0,1,0,0,7,6,4,8,10,7,1,0,4,0,3,2,4,1,1,3,2,1,2,2,2,4,2,2,3,2,1,0,1,2,2,0,2,5,3,3,3,0,3,3,2,1,2,1,0,2,7,1,4,0,2,5,1,3,0,4,2,0,3,1,3,4,1,0,2,0,4,0,6,1,2,1,0,3,0,0,0,0,0,1,5,1,1,3,3,3
ND_donor_03_cell_078,demo,ND_donor_03,ND,beta,30,25,34,29,26,30,21,26,27,26,0,1,2,2,0,1,2,0,1,0,4,4,8,12,11,8,3,2,1,1,2,1,2,2,1,1,2,0,1,5,3,2,0,2,3,4,1,0,0,2,6,0,0,4,3,0,3,1,3,0,1,2,1,0,1,0,0,2,1,1,1,2,1,2,0,1,4,0,3,2,1,0,2,1,0,2,1,2,2,2,4,5,2,1,0,3,1,2,3,1,3,2,1,1,0,2
